,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
791,30.0,0.0,Travel_Rarely,Sales,1.0,2.0,Technical Degree,Male,1.0,Laboratory Technician,Married,25060.0,8.0,22.0,0.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0
792,42.0,0.0,Travel_Frequently,Research & Development,8.0,4.0,Medical,Female,1.0,Sales Executive,Single,60620.0,1.0,22.0,2.0,12.0,2.0,12.0,5.0,8.0,1.0,4.0,3.0,3.0,4.0
793,44.0,0.0,Travel_Frequently,Research & Development,5.0,3.0,Life Sciences,Female,5.0,Manufacturing Director,Married,43820.0,7.0,16.0,2.0,11.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0
794,30.0,0.0,Non-Travel,Research & Development,8.0,3.0,Life Sciences,Male,1.0,Manufacturing Director,Divorced,21430.0,1.0,17.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0
795,57.0,0.0,Travel_Rarely,Sales,2.0,1.0,Life Sciences,Male,3.0,Research Scientist,Married,61620.0,0.0,14.0,0.0,13.0,5.0,12.0,2.0,8.0,2.0,3.0,2.0,2.0,3.0
796,49.0,0.0,Travel_Rarely,Research & Development,7.0,3.0,Technical Degree,Female,2.0,Sales Executive,Divorced,50940.0,3.0,15.0,0.0,29.0,5.0,8.0,0.0,7.0,3.0,2.0,3.0,3.0,3.0
797,34.0,0.0,Travel_Frequently,Research & Development,2.0,4.0,Medical,Female,2.0,Sales Representative,Divorced,68770.0,7.0,20.0,0.0,16.0,3.0,14.0,6.0,9.0,2.0,1.0,2.0,3.0,4.0
798,28.0,1.0,Travel_Frequently,Research & Development,2.0,3.0,Medical,Male,1.0,Research Scientist,Married,22740.0,3.0,20.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0
799,29.0,1.0,Travel_Frequently,Research & Development,28.0,3.0,Medical,Female,5.0,Research Scientist,Single,44340.0,5.0,17.0,3.0,7.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0
800,34.0,1.0,Travel_Rarely,Research & Development,7.0,1.0,Medical,Male,1.0,Research Scientist,Single,62880.0,0.0,15.0,1.0,16.0,2.0,15.0,10.0,10.0,1.0,2.0,4.0,3.0,3.0
801,35.0,0.0,Travel_Rarely,Sales,7.0,4.0,Other,Female,4.0,Healthcare Representative,Married,25530.0,1.0,14.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0
802,24.0,1.0,Travel_Frequently,Sales,3.0,3.0,Life Sciences,Male,2.0,Research Scientist,Single,76540.0,2.0,17.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0
803,24.0,0.0,Non-Travel,Research & Development,10.0,3.0,Life Sciences,Female,2.0,Manager,Married,51600.0,1.0,17.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,3.0
804,44.0,0.0,Travel_Frequently,Research & Development,5.0,2.0,Medical,Female,2.0,Research Scientist,Single,171590.0,5.0,22.0,1.0,16.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0
805,29.0,0.0,Travel_Rarely,Sales,10.0,2.0,Life Sciences,Female,1.0,Sales Executive,Divorced,128080.0,1.0,13.0,0.0,10.0,6.0,10.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0
806,30.0,0.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,Male,3.0,Sales Executive,Divorced,102210.0,0.0,19.0,1.0,6.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0
807,55.0,0.0,Travel_Rarely,Sales,20.0,3.0,Marketing,Male,2.0,Research Scientist,Married,47790.0,0.0,14.0,1.0,4.0,6.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0
808,33.0,0.0,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,Male,2.0,Research Scientist,Married,37370.0,8.0,22.0,2.0,8.0,2.0,5.0,0.0,2.0,1.0,2.0,3.0,3.0,4.0
809,47.0,0.0,Travel_Rarely,Research & Development,8.0,4.0,Medical,Female,2.0,Sales Representative,Married,23660.0,3.0,17.0,0.0,11.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0
810,28.0,1.0,Travel_Frequently,Sales,1.0,3.0,Marketing,Male,2.0,Laboratory Technician,Single,17060.0,7.0,12.0,0.0,8.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0
811,28.0,0.0,Travel_Rarely,Sales,8.0,4.0,Marketing,Male,1.0,Laboratory Technician,Divorced,163070.0,1.0,16.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0
812,28.0,0.0,Travel_Frequently,Research & Development,9.0,3.0,Life Sciences,Female,2.0,Sales Executive,Single,59330.0,0.0,11.0,0.0,5.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0
813,49.0,0.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,Female,1.0,Research Scientist,Married,34240.0,4.0,11.0,0.0,10.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0
814,29.0,0.0,Travel_Frequently,Research & Development,8.0,1.0,Medical,Male,1.0,Research Scientist,Married,40370.0,0.0,14.0,0.0,4.0,2.0,3.0,0.0,2.0,4.0,2.0,3.0,1.0,3.0
815,28.0,0.0,Travel_Rarely,Research & Development,5.0,1.0,Technical Degree,Male,2.0,Laboratory Technician,Married,25590.0,1.0,11.0,0.0,8.0,3.0,8.0,1.0,7.0,3.0,2.0,2.0,2.0,3.0
816,33.0,0.0,Travel_Rarely,Research & Development,15.0,4.0,Life Sciences,Female,1.0,Sales Executive,Single,62010.0,2.0,15.0,3.0,14.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,3.0
817,32.0,0.0,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,Female,3.0,Laboratory Technician,Single,44030.0,2.0,20.0,0.0,10.0,3.0,5.0,0.0,0.0,3.0,4.0,4.0,2.0,4.0
818,54.0,0.0,Travel_Frequently,Sales,10.0,3.0,Life Sciences,Female,4.0,Research Scientist,Divorced,37610.0,3.0,12.0,0.0,26.0,3.0,14.0,1.0,12.0,2.0,4.0,3.0,2.0,3.0
819,29.0,1.0,Travel_Rarely,Research & Development,5.0,3.0,Life Sciences,Female,2.0,Research Scientist,Single,109340.0,6.0,17.0,2.0,11.0,2.0,9.0,0.0,7.0,1.0,1.0,1.0,3.0,3.0
820,44.0,0.0,Travel_Rarely,Sales,26.0,1.0,Marketing,Male,1.0,Sales Representative,Married,107610.0,3.0,11.0,1.0,24.0,5.0,20.0,14.0,17.0,4.0,1.0,4.0,2.0,3.0
821,39.0,0.0,Travel_Rarely,Sales,6.0,1.0,Technical Degree,Female,2.0,Laboratory Technician,Single,51750.0,4.0,17.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0
822,46.0,0.0,Travel_Rarely,Research & Development,4.0,2.0,Life Sciences,Male,3.0,Manufacturing Director,Married,138260.0,8.0,11.0,0.0,23.0,1.0,13.0,5.0,1.0,3.0,2.0,4.0,2.0,3.0
823,35.0,0.0,Travel_Rarely,Research & Development,23.0,4.0,Life Sciences,Male,2.0,Research Scientist,Single,63340.0,1.0,14.0,0.0,11.0,2.0,11.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0
824,23.0,0.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,Female,2.0,Manager,Single,49360.0,0.0,19.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0
825,40.0,1.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,Male,2.0,Research Director,Single,47750.0,3.0,15.0,1.0,15.0,3.0,5.0,1.0,0.0,4.0,1.0,1.0,4.0,3.0
826,34.0,0.0,Travel_Rarely,Human Resources,2.0,3.0,Human Resources,Male,2.0,Manufacturing Director,Married,28180.0,1.0,13.0,1.0,10.0,2.0,10.0,8.0,6.0,4.0,3.0,3.0,3.0,3.0
827,31.0,1.0,Travel_Frequently,Research & Development,29.0,3.0,Life Sciences,Female,2.0,Healthcare Representative,Single,25150.0,1.0,14.0,0.0,7.0,3.0,7.0,7.0,7.0,4.0,3.0,1.0,2.0,3.0
828,50.0,0.0,Travel_Frequently,Research & Development,6.0,3.0,Medical,Male,1.0,Manager,Single,23420.0,1.0,12.0,1.0,32.0,2.0,32.0,13.0,9.0,3.0,4.0,3.0,2.0,3.0
829,34.0,0.0,Travel_Rarely,Sales,25.0,5.0,Marketing,Female,1.0,Research Scientist,Married,41940.0,0.0,17.0,2.0,12.0,3.0,11.0,5.0,7.0,2.0,3.0,3.0,3.0,3.0
830,42.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,Female,1.0,Manufacturing Director,Married,106850.0,4.0,11.0,3.0,4.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0
831,37.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Medical,Male,1.0,Research Scientist,Married,20220.0,1.0,12.0,0.0,10.0,1.0,10.0,3.0,7.0,1.0,4.0,3.0,3.0,3.0
832,29.0,0.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,Female,1.0,Manager,Married,23140.0,3.0,13.0,0.0,9.0,5.0,7.0,0.0,7.0,3.0,1.0,3.0,4.0,3.0
833,33.0,0.0,Travel_Rarely,Research & Development,1.0,1.0,Life Sciences,Male,1.0,Research Scientist,Single,42560.0,1.0,13.0,3.0,5.0,1.0,5.0,0.0,2.0,4.0,2.0,3.0,3.0,3.0
834,45.0,0.0,Travel_Rarely,Sales,3.0,3.0,Life Sciences,Male,3.0,Laboratory Technician,Married,35800.0,4.0,20.0,1.0,8.0,1.0,5.0,0.0,3.0,4.0,4.0,3.0,2.0,4.0
835,42.0,0.0,Travel_Frequently,Human Resources,1.0,4.0,Technical Degree,Male,2.0,Manufacturing Director,Married,31620.0,2.0,17.0,2.0,24.0,1.0,20.0,13.0,9.0,4.0,4.0,1.0,3.0,3.0
836,40.0,0.0,Travel_Rarely,Sales,10.0,1.0,Life Sciences,Female,1.0,Manufacturing Director,Married,65240.0,0.0,13.0,1.0,9.0,2.0,8.0,7.0,1.0,1.0,1.0,4.0,4.0,3.0
837,33.0,0.0,Travel_Rarely,Research & Development,9.0,3.0,Medical,Female,2.0,Manufacturing Director,Married,28990.0,1.0,17.0,0.0,15.0,3.0,15.0,5.0,7.0,2.0,3.0,3.0,2.0,3.0
838,40.0,0.0,Travel_Rarely,Sales,5.0,5.0,Life Sciences,Male,1.0,Manufacturing Director,Single,52310.0,1.0,12.0,2.0,21.0,4.0,21.0,7.0,7.0,3.0,4.0,3.0,3.0,3.0
839,24.0,0.0,Travel_Rarely,Sales,10.0,2.0,Marketing,Male,1.0,Manufacturing Director,Divorced,23560.0,0.0,13.0,0.0,2.0,5.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0
840,40.0,0.0,Non-Travel,Research & Development,7.0,3.0,Medical,Male,1.0,Research Scientist,Divorced,28000.0,3.0,12.0,2.0,8.0,0.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0
841,45.0,0.0,Travel_Rarely,Research & Development,4.0,3.0,Medical,Female,3.0,Laboratory Technician,Divorced,118360.0,1.0,22.0,0.0,10.0,2.0,10.0,7.0,7.0,1.0,2.0,3.0,4.0,4.0
842,35.0,0.0,Travel_Rarely,Research & Development,10.0,1.0,Life Sciences,Male,1.0,Healthcare Representative,Married,109030.0,0.0,11.0,0.0,6.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0
843,32.0,0.0,Travel_Rarely,Research & Development,22.0,4.0,Medical,Male,1.0,Sales Executive,Married,29730.0,3.0,22.0,0.0,12.0,0.0,7.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0
844,36.0,0.0,Travel_Rarely,Sales,9.0,3.0,Marketing,Female,4.0,Research Scientist,Single,142750.0,3.0,18.0,1.0,7.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0
845,48.0,0.0,Travel_Rarely,Research & Development,12.0,4.0,Medical,Male,1.0,Laboratory Technician,Divorced,55620.0,8.0,13.0,1.0,18.0,2.0,8.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0
846,29.0,0.0,Travel_Rarely,Research & Development,23.0,4.0,Life Sciences,Female,2.0,Healthcare Representative,Married,45370.0,6.0,18.0,1.0,5.0,5.0,1.0,0.0,0.0,3.0,3.0,2.0,4.0,3.0
847,33.0,0.0,Travel_Rarely,Research & Development,9.0,1.0,Medical,Male,1.0,Healthcare Representative,Married,76420.0,2.0,20.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0
848,30.0,1.0,Travel_Rarely,Research & Development,1.0,3.0,Other,Male,3.0,Sales Executive,Married,179240.0,1.0,13.0,2.0,10.0,2.0,10.0,6.0,7.0,2.0,1.0,3.0,3.0,3.0
849,38.0,0.0,Travel_Frequently,Sales,9.0,3.0,Marketing,Male,1.0,Manufacturing Director,Married,52040.0,3.0,13.0,1.0,10.0,2.0,6.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0
850,35.0,0.0,Travel_Rarely,Sales,7.0,2.0,Life Sciences,Male,1.0,Sales Executive,Single,22770.0,1.0,12.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0
851,30.0,0.0,Travel_Rarely,Research & Development,14.0,3.0,Technical Degree,Male,5.0,Research Director,Married,27950.0,3.0,13.0,0.0,9.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0
852,35.0,1.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,Female,1.0,Research Scientist,Divorced,25320.0,1.0,13.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0
853,53.0,1.0,Travel_Rarely,Research & Development,19.0,3.0,Life Sciences,Male,2.0,Manager,Married,25590.0,0.0,25.0,0.0,34.0,2.0,33.0,1.0,9.0,3.0,4.0,3.0,3.0,4.0
854,38.0,1.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,Female,3.0,Sales Executive,Married,49080.0,4.0,19.0,1.0,7.0,3.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0
855,32.0,0.0,Non-Travel,Research & Development,10.0,4.0,Life Sciences,Female,5.0,Research Scientist,Married,23800.0,4.0,13.0,0.0,9.0,5.0,6.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0
856,48.0,0.0,Travel_Rarely,Research & Development,2.0,5.0,Life Sciences,Male,1.0,Sales Executive,Married,47650.0,8.0,12.0,1.0,10.0,4.0,8.0,7.0,6.0,3.0,1.0,2.0,3.0,3.0
857,34.0,0.0,Travel_Rarely,Research & Development,3.0,3.0,Life Sciences,Male,2.0,Sales Executive,Single,20440.0,1.0,11.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,3.0,3.0
858,55.0,0.0,Travel_Rarely,Research & Development,11.0,1.0,Medical,Female,1.0,Laboratory Technician,Married,26930.0,1.0,18.0,0.0,36.0,6.0,36.0,2.0,13.0,3.0,4.0,3.0,2.0,3.0
859,34.0,0.0,Travel_Rarely,Research & Development,2.0,2.0,Life Sciences,Male,2.0,Research Scientist,Married,65860.0,9.0,18.0,1.0,9.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0
860,26.0,0.0,Travel_Rarely,Research & Development,4.0,3.0,Life Sciences,Male,1.0,Research Director,Married,32940.0,1.0,11.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,3.0
861,38.0,0.0,Travel_Rarely,Sales,14.0,2.0,Marketing,Female,1.0,Sales Executive,Married,41710.0,0.0,23.0,0.0,10.0,4.0,9.0,7.0,7.0,3.0,2.0,3.0,4.0,4.0
862,38.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,Female,1.0,Manufacturing Director,Single,27780.0,2.0,13.0,0.0,8.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0
863,36.0,0.0,Travel_Rarely,Human Resources,1.0,3.0,Human Resources,Male,1.0,Research Scientist,Single,23770.0,6.0,13.0,2.0,15.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0
864,29.0,0.0,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,Male,1.0,Sales Representative,Single,24040.0,1.0,17.0,0.0,10.0,3.0,10.0,1.0,5.0,2.0,1.0,3.0,2.0,3.0
865,35.0,0.0,Travel_Rarely,Sales,12.0,2.0,Life Sciences,Female,2.0,Sales Executive,Single,23180.0,3.0,19.0,0.0,10.0,4.0,5.0,0.0,4.0,1.0,3.0,3.0,4.0,3.0
866,39.0,0.0,Travel_Rarely,Sales,2.0,2.0,Medical,Female,1.0,Sales Executive,Married,20080.0,2.0,12.0,0.0,11.0,3.0,7.0,7.0,6.0,4.0,3.0,3.0,3.0,3.0
867,29.0,0.0,Travel_Frequently,Research & Development,5.0,1.0,Medical,Female,1.0,Research Scientist,Divorced,62440.0,1.0,22.0,0.0,6.0,3.0,6.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0
868,50.0,0.0,Travel_Rarely,Research & Development,4.0,2.0,Medical,Female,1.0,Laboratory Technician,Married,27990.0,4.0,12.0,1.0,27.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0
869,23.0,0.0,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,Female,3.0,Manager,Married,105520.0,2.0,11.0,0.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0
870,36.0,0.0,Travel_Frequently,Sales,21.0,3.0,Life Sciences,Male,2.0,Human Resources,Married,23290.0,3.0,15.0,0.0,9.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0
871,42.0,0.0,Travel_Rarely,Research & Development,8.0,2.0,Life Sciences,Female,5.0,Manager,Single,40140.0,8.0,13.0,1.0,24.0,3.0,1.0,0.0,1.0,4.0,4.0,3.0,3.0,3.0
872,35.0,0.0,Travel_Rarely,Sales,4.0,3.0,Medical,Female,2.0,Laboratory Technician,Married,74030.0,1.0,12.0,1.0,10.0,4.0,10.0,6.0,8.0,2.0,3.0,2.0,3.0,3.0
873,34.0,0.0,Travel_Frequently,Research & Development,25.0,1.0,Life Sciences,Female,1.0,Manager,Married,22590.0,1.0,14.0,0.0,8.0,2.0,8.0,7.0,7.0,4.0,3.0,2.0,3.0,3.0
874,40.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,Male,2.0,Laboratory Technician,Married,69320.0,1.0,13.0,0.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0
875,43.0,0.0,Travel_Rarely,Research & Development,1.0,1.0,Other,Male,1.0,Manager,Divorced,46780.0,5.0,25.0,1.0,8.0,0.0,6.0,0.0,2.0,4.0,2.0,3.0,4.0,4.0
876,35.0,0.0,Travel_Rarely,Sales,6.0,3.0,Marketing,Female,3.0,Sales Representative,Married,135820.0,1.0,17.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,3.0
877,46.0,0.0,Travel_Rarely,Research & Development,12.0,4.0,Technical Degree,Male,1.0,Laboratory Technician,Single,23320.0,1.0,11.0,0.0,27.0,2.0,26.0,0.0,12.0,4.0,1.0,1.0,3.0,3.0
878,28.0,1.0,Travel_Rarely,Human Resources,1.0,3.0,Medical,Female,2.0,Laboratory Technician,Married,24130.0,1.0,16.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0
879,22.0,0.0,Non-Travel,Sales,17.0,2.0,Marketing,Male,3.0,Sales Executive,Married,97050.0,1.0,18.0,2.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0
880,50.0,0.0,Travel_Frequently,Research & Development,3.0,3.0,Other,Male,2.0,Research Scientist,Married,42940.0,2.0,20.0,0.0,32.0,2.0,30.0,12.0,13.0,2.0,3.0,3.0,2.0,4.0
881,32.0,0.0,Travel_Rarely,Research & Development,3.0,2.0,Life Sciences,Male,3.0,Research Scientist,Married,47210.0,3.0,14.0,1.0,6.0,3.0,3.0,0.0,2.0,2.0,4.0,3.0,3.0,3.0
882,44.0,0.0,Travel_Rarely,Research & Development,10.0,3.0,Technical Degree,Male,3.0,Manager,Divorced,25190.0,0.0,21.0,2.0,23.0,2.0,22.0,1.0,10.0,2.0,4.0,2.0,3.0,4.0
883,30.0,0.0,Travel_Rarely,Research & Development,4.0,3.0,Medical,Female,1.0,Research Director,Married,21210.0,1.0,13.0,1.0,6.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0
884,45.0,0.0,Travel_Rarely,Sales,29.0,2.0,Technical Degree,Female,2.0,Research Scientist,Single,29730.0,1.0,12.0,0.0,10.0,2.0,10.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0
885,45.0,0.0,Non-Travel,Sales,2.0,4.0,Life Sciences,Male,2.0,Manufacturing Director,Married,58550.0,1.0,14.0,1.0,10.0,3.0,10.0,4.0,5.0,1.0,1.0,3.0,2.0,3.0
886,31.0,0.0,Travel_Frequently,Research & Development,7.0,3.0,Medical,Male,2.0,Research Scientist,Single,36170.0,7.0,21.0,1.0,10.0,5.0,5.0,0.0,3.0,4.0,1.0,3.0,3.0,4.0
887,36.0,0.0,Travel_Rarely,Research & Development,18.0,1.0,Medical,Male,2.0,Manufacturing Director,Married,67250.0,9.0,17.0,1.0,7.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0
888,34.0,0.0,Travel_Frequently,Sales,28.0,4.0,Marketing,Male,5.0,Manufacturing Director,Divorced,103250.0,1.0,11.0,1.0,9.0,3.0,9.0,7.0,2.0,3.0,4.0,3.0,2.0,3.0
889,49.0,0.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,Male,3.0,Healthcare Representative,Married,69490.0,1.0,14.0,1.0,10.0,2.0,9.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0
890,39.0,0.0,Travel_Rarely,Research & Development,6.0,2.0,Life Sciences,Male,3.0,Research Scientist,Married,106090.0,2.0,17.0,1.0,10.0,2.0,7.0,7.0,7.0,2.0,1.0,3.0,3.0,3.0
891,27.0,0.0,Travel_Rarely,Research & Development,2.0,1.0,Life Sciences,Male,4.0,Research Scientist,Divorced,44470.0,1.0,13.0,0.0,7.0,4.0,7.0,0.0,7.0,4.0,1.0,3.0,3.0,3.0
892,35.0,0.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,Female,2.0,Sales Executive,Married,21570.0,1.0,25.0,0.0,16.0,1.0,16.0,1.0,10.0,2.0,1.0,3.0,2.0,4.0
893,28.0,0.0,Travel_Rarely,Research & Development,23.0,3.0,Life Sciences,Male,3.0,Manufacturing Director,Divorced,46010.0,0.0,15.0,2.0,6.0,2.0,5.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0
894,21.0,0.0,Travel_Rarely,Research & Development,3.0,1.0,Life Sciences,Female,1.0,Laboratory Technician,Single,170990.0,1.0,14.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0
895,18.0,1.0,Travel_Frequently,Research & Development,3.0,5.0,Medical,Male,1.0,Research Director,Single,24790.0,1.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,3.0
896,47.0,0.0,Travel_Rarely,Research & Development,25.0,4.0,Medical,Male,2.0,Research Scientist,Married,148520.0,3.0,19.0,3.0,27.0,3.0,5.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0
897,39.0,0.0,Travel_Rarely,Sales,2.0,4.0,Life Sciences,Male,1.0,Laboratory Technician,Divorced,72640.0,0.0,17.0,0.0,11.0,5.0,10.0,0.0,7.0,3.0,3.0,3.0,3.0,3.0
898,40.0,0.0,Travel_Rarely,Research & Development,22.0,1.0,Life Sciences,Male,1.0,Laboratory Technician,Married,56660.0,1.0,14.0,1.0,18.0,2.0,18.0,14.0,12.0,1.0,3.0,3.0,3.0,3.0
899,35.0,0.0,Non-Travel,Research & Development,29.0,3.0,Medical,Female,2.0,Sales Executive,Married,78230.0,1.0,13.0,1.0,15.0,3.0,14.0,2.0,9.0,3.0,3.0,3.0,3.0,3.0
900,37.0,0.0,Travel_Rarely,Research & Development,29.0,4.0,Technical Degree,Male,1.0,Laboratory Technician,Married,78800.0,3.0,12.0,1.0,9.0,2.0,4.0,0.0,2.0,3.0,3.0,2.0,4.0,3.0
901,39.0,0.0,Travel_Frequently,Research & Development,2.0,3.0,Technical Degree,Female,2.0,Manager,Single,131940.0,0.0,11.0,0.0,10.0,2.0,9.0,3.0,8.0,1.0,3.0,1.0,3.0,3.0
902,45.0,0.0,Travel_Rarely,Research & Development,28.0,3.0,Life Sciences,Female,2.0,Laboratory Technician,Divorced,50670.0,1.0,11.0,2.0,10.0,3.0,10.0,3.0,9.0,4.0,4.0,3.0,2.0,3.0
903,38.0,0.0,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,Female,3.0,Sales Executive,Married,50790.0,3.0,11.0,0.0,10.0,3.0,5.0,0.0,2.0,4.0,3.0,4.0,3.0,3.0
904,35.0,1.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,Male,3.0,Healthcare Representative,Married,23210.0,9.0,12.0,1.0,15.0,0.0,13.0,6.0,0.0,4.0,1.0,3.0,3.0,3.0
905,37.0,0.0,Travel_Rarely,Research & Development,22.0,3.0,Life Sciences,Female,2.0,Healthcare Representative,Married,174440.0,1.0,14.0,0.0,8.0,4.0,8.0,7.0,7.0,2.0,2.0,1.0,3.0,3.0
906,40.0,0.0,Travel_Rarely,Research & Development,8.0,3.0,Technical Degree,Female,2.0,Healthcare Representative,Single,24040.0,6.0,17.0,0.0,18.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0
907,44.0,0.0,Travel_Frequently,Sales,2.0,2.0,Marketing,Male,1.0,Laboratory Technician,Married,34520.0,4.0,11.0,1.0,14.0,2.0,10.0,0.0,2.0,1.0,4.0,3.0,2.0,3.0
908,48.0,0.0,Travel_Frequently,Sales,10.0,4.0,Marketing,Female,3.0,Manager,Married,22700.0,2.0,14.0,3.0,23.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0
909,35.0,1.0,Travel_Rarely,Research & Development,9.0,3.0,Life Sciences,Male,2.0,Manager,Divorced,173990.0,6.0,12.0,0.0,7.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0
910,24.0,0.0,Travel_Frequently,Research & Development,15.0,3.0,Life Sciences,Male,2.0,Research Scientist,Single,54880.0,1.0,22.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0
911,27.0,0.0,Travel_Rarely,Sales,10.0,4.0,Life Sciences,Male,3.0,Sales Executive,Married,194190.0,7.0,14.0,1.0,5.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0
912,27.0,0.0,Travel_Frequently,Research & Development,7.0,3.0,Life Sciences,Male,1.0,Research Scientist,Single,28110.0,2.0,20.0,0.0,6.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0
